datum,tag,warengruppe,name,kennz,stud,bed,gast
2018-10-04,Do,N1,"Preiselbeerquark (3,G)",V,0.8,1.0,1.5
2018-10-04,Do,B5,"Reiberknödel (2,3,5,A,AA,L)",VG,1.0,1.1,1.6
2018-10-04,Do,B3,"Salatmix (3)Karottensalat mit SonnenblumenkernenG (16)ChinakohlsalatG (3,16)Sesam Dressing (9,A,C,F,G,I,J,K,L)Essig-Öl Dressing mediteranG (3,16,I)",V,0.9,1.1,1.6
2018-10-04,Do,B1,"Sauerkraut (2,3,8,I)",S,0.7,0.9,1.4
2018-10-04,Do,HG4,"Schweinebraten mit Knödel (2,3,5,A,AA,I,L)","S,A",3.1,3.9,4.6
2018-10-04,Do,B4,"Semmelknödel (1,3,AA,C,G)",V,1.0,1.1,1.6
2018-10-04,Do,Suppe,"Speckklösschensuppe (A,AA,C,G)","S,R",0.7,0.9,1.4
2018-10-05,Fr,N2,"Ananasquark (3,G)",V,0.8,1.0,1.5
2018-10-05,Fr,HG4,"Entenviertel gebraten mit Reiberknödel (2,3,5,A,AA,L)",G,5.5,6.5,7.0
2018-10-05,Fr,B2,"Gemüsereis (3,I)",VG,0.8,1.0,1.5
2018-10-05,Fr,HG1,"Pasta mit Kürbis Soja Bolognese (3,A,AA,F)","VG,MV",2.0,2.8,3.6
2018-10-05,Fr,B1,Petersilienkartoffeln (5),VG,0.7,0.9,1.4
2018-10-05,Fr,HG2,"Quarktaler mit Apfelmus (3,A,AA,C,G,H,HA)",V,2.0,2.8,3.6
2018-10-05,Fr,B5,"Reiberknödel (2,3,5,A,AA,L)",VG,1.0,1.1,1.6
2018-10-05,Fr,B4,"Salatmix (3)Isartaler SalatG (3,16)RadischensalatGSylter Dressing (G,I,J,L)Essig-Öl Dressing mediteranG (3,16,I)",V,0.9,1.1,1.6
2018-10-05,Fr,B3,"Sauerkraut (3,16,I)","V,A",0.8,1.0,1.5
2018-10-05,Fr,HG3,"Schlemmerfilet mit Gemüsereis (3,16,A,AA,D,G,I)","F,A",3.1,3.9,4.6
2018-10-05,Fr,N1,Schoko-Banane (G),V,0.8,1.0,1.5
2018-10-05,Fr,Suppe,"Selleriecremesuppe (3,A,AA,G,I)",V,0.7,0.9,1.4
2018-10-08,Mo,N2,"Ananasjoghurt (3,G)",V,0.8,1.0,1.5
2018-10-08,Mo,N1,Bananenpudding (G),V,0.8,1.0,1.5
2018-10-08,Mo,B2,Bio-Paprikareis (3),"B,VG",0.8,1.0,1.5
2018-10-08,Mo,Suppe,"Broccolicremesuppe (3,A,AA,G,H,HA,I)",V,0.7,0.9,1.4
2018-10-08,Mo,B1,Bunte Butterkarotten (G),V,0.8,1.0,1.5
2018-10-08,Mo,HG2,"Bunte Gnocchi mit Gorgonzolasauce (3,A,AA,C,G,I)",V,2.5,3.1,4.2
2018-10-08,Mo,HG3,"Cevapcicimit Tzaziki und Paprikareis (3,G,I,J)",R,3.1,3.9,4.6
2018-10-08,Mo,HG4,"Hähnchen Cordon Bleu mit Pommes frites (2,8,AA,G)",G,3.1,3.9,4.6
2018-10-08,Mo,N3,"Kokos Mousse Karibik (C,F,G)",V,1.1,1.4,1.6
2018-10-08,Mo,B3,"Salatmix (3)Weißkrautsalat Cole Slaw (3,9,C,G,J)BrechbohnensalatG (3,16)Sauerrahm-Dill-Senf-Dressing (3,G,I,J)Essig-Öl Dressing mediteranG (3,16,I)","V,V,VG,VG",0.9,1.1,1.6
2018-10-08,Mo,HG1,"Veganer Pichelsteiner und Brot (3,A,AA,AB,G,I,L)","VG,V",2.0,2.8,3.6
2018-10-08,Mo,B4,"Waffelkartoffeln (8,A,AA,I)",VG,1.0,1.1,1.6
2018-10-09,Di,B3,"Blumenkohl polnisch (3,AA,I)",VG,0.8,1.0,1.5
2018-10-09,Di,HG1,"Crepes mit feinem Gemüse (3,8,A,AA,C,G,I)",V,2.0,2.8,3.6
2018-10-09,Di,N3,"Englishmint Mousse (1,F,G)",V,1.1,1.4,1.6
2018-10-09,Di,B2,Gemüsenudeln mediterran (AA),VG,0.8,1.0,1.5
2018-10-09,Di,N1,Himbeerpudding (G),V,0.8,1.0,1.5
2018-10-09,Di,B1,"Kartoffelpüree (3,G)",V,0.7,0.9,1.4
2018-10-09,Di,HG2,"Pasta vegan mit Spargel (3,AA,F,I)",VG,2.5,3.1,4.2
2018-10-09,Di,B5,Pommes frites (8),VG,1.0,1.1,1.6
2018-10-09,Di,HG4,"Pulled Pork im Brioch mit Pommes und Cole Slaw (1,3,8,9,A,C,G,I,J)",,3.1,3.9,4.6
2018-10-09,Di,Suppe,"Rinderbrühe mit Grießnockerl (3,A,AA,C,I)",R,0.7,0.9,1.4
2018-10-09,Di,HG3,"Röstischnitzel mit Rahmsoße und Kartoffelbrei (3,A,AA,G,I,L)",S,2.8,3.4,4.4
2018-10-09,Di,B6,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2018-10-09,Di,B4,"Salatmix (3)Gurkencocktail (16,G)Sellerie Karottenrohkost (3,HB)Curry Dressing (2,3,9,C,G,I,J)Essig-Öl Dressing mediteranG (3,16,I)","V,V,V,V,VG",0.9,1.1,1.6
2018-10-09,Di,N2,Schokoquark (G),V,0.8,1.0,1.5
2018-10-10,Mi,B2,Bio-Curryreis,"B,VG",0.8,1.0,1.5
2018-10-10,Mi,HG2,"Calamares mit Cocktailsauce, Blattsalat und Baquette (1,3,9,16,AA,C,G,J,N)",F,2.5,3.1,4.2
2018-10-10,Mi,N2,"Früchtequark (1,3,G)",V,0.8,1.0,1.5
2018-10-10,Mi,HG4,"Hähnchenbrust in Mandelpanade mit Ananas-Ketchup-Dip und Curryreis (3,16,A,AA,F,HA)",G,3.1,3.9,4.6
2018-10-10,Mi,Suppe,"Hühnercremesuppe (A,AA,G,I)",G,0.7,0.9,1.4
2018-10-10,Mi,B1,"Leipziger Allerlei Gemüse (3,I)",VG,0.8,1.0,1.5
2018-10-10,Mi,HG3,"Pfannengyros mit Tzaziki und Pommes frites (3,8,G,I)",S,3.1,3.9,4.6
2018-10-10,Mi,B4,Pommes frites (8),VG,1.0,1.1,1.6
2018-10-10,Mi,B5,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2018-10-10,Mi,B3,"Salatmix (3)TomatensalatG (3,16)Kohlrabirohkost (3,9,C,G,HB,J)American Dressing (3,9,16,C,G,I,J)Essig-Öl Dressing mediteranG (3,16,I)","V,VG,V,V,VG",0.9,1.1,1.6
2018-10-10,Mi,N3,"Schoko Mousse schwarz-weiß (F,G)",V,1.1,1.4,1.6
2018-10-10,Mi,N1,Schwarzwälder Kirschpudding (G),"V,A",0.8,1.0,1.5
2018-10-10,Mi,HG1,"Spaghetti a la Bolognese vegan (3,A,AA,F,I)",VG,2.0,2.8,3.6
2018-10-11,Do,N2,Bio-Himbeerjoghurt (G),"B,V",0.9,1.1,1.5
2018-10-11,Do,B3,"Bio-Nudeln (A,AA)","B,VG",0.8,1.0,1.5
2018-10-11,Do,B1,Bio-Paprikareis (3),"B,VG",0.8,1.0,1.5
2018-10-11,Do,B6,"Bratkartoffeln (3,5)",VG,1.0,1.1,1.6
2018-10-11,Do,Suppe,"Brühe mit Gemüsenockerl (3,A,AA,C,I)",R,0.7,0.9,1.4
2018-10-11,Do,HG4,"Fusilli mit Rindfleischstreifen und Pilzen (3,AA,G,I)",R,3.9,4.9,5.4
2018-10-11,Do,N3,"Gelbe Grütze mit Mousse Chocolate (1,3,G)",V,1.1,1.4,1.6
2018-10-11,Do,B2,"Gemüsecocktail Cordial (3,I)",VG,0.8,1.0,1.5
2018-10-11,Do,B5,"Herzogin Kartoffeln (A,AA,C,G)",V,1.0,1.1,1.6
2018-10-11,Do,HG2,"Hähnchenkeule ungarisch mit Reis (2,3,G)",G,2.3,3.0,4.0
2018-10-11,Do,HG1,"Kartoffelrösti mit feinen Bohnen (3,8,I,G)",V,2.0,2.8,3.6
2018-10-11,Do,N1,"Pudding Siciliana (1,G,H,HC,HG)",V,0.8,1.0,1.5
2018-10-11,Do,B7,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2018-10-11,Do,B4,"Salatmix (3)Karottensalat mit SonnenblumenkernenG (16)ChinakohlsalatG (3,16)Sylter Dressing (G,I,J,L)Essig-Öl Dressing mediteranG (3,16,I)",V,0.9,1.1,1.6
2018-10-11,Do,HG3,"Schweineschnitzel in Röstzwiebelkruste mit Bratkartoffeln (3,5,A,AA,G)",S,3.1,3.9,4.6
2018-10-12,Fr,HG2,"Alaska Seelachsfilet gebacken mit Kartoffelsalat (3,9,AA,C,D,G,J)",F,3.1,3.9,4.6
2018-10-12,Fr,B4,"Bio-Eierspätzle (3,AA,C)","B,V",1.0,1.1,1.6
2018-10-12,Fr,HG4,"Bio-Sauerbraten mit Spätzle (3,AA,C,G,I)","R,BL,B",5.9,6.9,7.4
2018-10-12,Fr,N2,Heidelbeerquark (G),V,0.8,1.0,1.5
2018-10-12,Fr,Suppe,"Kartoffelrahmsuppe (3,A,AA,G,I)",V,0.7,0.9,1.4
2018-10-12,Fr,HG3,"Kürbis-Burrito mit Bohnen und Guacamole (3,8,AA)",VG,3.1,3.9,4.6
2018-10-12,Fr,N1,"Mandelpudding mit Mango (1,G)",V,0.8,1.0,1.5
2018-10-12,Fr,B1,Petersilienkartoffeln (5),VG,0.7,0.9,1.4
2018-10-12,Fr,B2,"Rosenkohlgemüse (3,I)",VG,0.8,1.0,1.5
2018-10-12,Fr,B5,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2018-10-12,Fr,B3,"Salatmix (3)Isartaler SalatG (3,16)RadischensalatGCesar Dressing (3,C,G,I,J)Essig-Öl Dressing mediteranG (3,16,I)",V,0.9,1.1,1.6
2018-10-12,Fr,HG1,"Scheiterhaufen mit Vanillesoße (1,3,AA,AB,AC,AD,C,F,G,K)",V,2.0,2.8,3.6
2018-10-15,Mo,B1,Bio-Nudeln (AA),"B,VG",0.8,1.0,1.5
2018-10-15,Mo,N2,Bio-Schokoladenpudding (G),"B,V",0.9,1.1,1.5
2018-10-15,Mo,N3,Cappuccinomousse (G),V,1.1,1.4,1.6
2018-10-15,Mo,Suppe,"Feine Kräutersuppe (3,A,AA,G,I)",V,0.7,0.9,1.4
2018-10-15,Mo,HG1,"Gemüsecouscous orientalisch (3,A,AA,I)",VG,2.0,2.8,3.6
2018-10-15,Mo,HG4,"Hähnchenbrustfilet mit Pfefferrahmsauce und Mini-Röstitaler (3,A,AA,G)",G,3.1,3.9,4.6
2018-10-15,Mo,B3,Mini-Röstitaler,V,1.0,1.1,1.6
2018-10-15,Mo,B4,"Paprikagemüse ungarisch (3,I)",V,1.0,1.1,1.6
2018-10-15,Mo,B5,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2018-10-15,Mo,B2,"Salatmix (3)Bunter GemüsesalatG (3)Erbsen-PaprikasalatG (3,16)American Dressing (3,9,16,C,G,I,J)Balsamico DressingG (1,3,16,I)","V,VG,VG,V,VG",0.9,1.1,1.6
2018-10-15,Mo,N1,Sauerkirschquark (G),V,0.8,1.0,1.5
2018-10-15,Mo,HG3,"Schweinegulasch mit Bio-Nudeln (3,A,AA)",S,2.8,3.4,4.4
2018-10-15,Mo,HG2,"Wrap mit Salat-Hackfleisch-Füllung (3,8,AA,G)",S,2.8,3.4,4.4
2018-10-16,Di,B5,"Bratkartoffeln (3,5)",VG,1.0,1.1,1.6
2018-10-16,Di,HG4,Currygeschnetzeltes von der Pute mit Gemüse und Nudeln (3),G,3.4,4.4,4.9
2018-10-16,Di,B1,"Feuerbohnen (3,I)",VG,0.8,1.0,1.5
2018-10-16,Di,B2,"Gemüsereis (3,I)",VG,0.8,1.0,1.5
2018-10-16,Di,B4,"Herzogin Kartoffeln (A,AA,C,G)",V,1.0,1.1,1.6
2018-10-16,Di,HG3,"Holzfällersteak mit Röstzwiebeln und Bratkartoffeln (3,5,A,AA,I)",S,3.1,3.9,4.6
2018-10-16,Di,HG2,"Knusprige Ofenkartoffeln mit Ratatouillegemüse (3,A,I)",VG,2.5,3.1,4.2
2018-10-16,Di,Suppe,"Leberknödelsuppe (AA,C,I)","R,S",0.7,0.9,1.4
2018-10-16,Di,N3,"Mango-Joghurt Mousse (1,3,F,G)",V,1.1,1.4,1.6
2018-10-16,Di,N2,"Milchreis mit Erdbeeren (1,G)",V,1.1,1.4,1.6
2018-10-16,Di,HG1,"Penne a la ciociara (2,3,8,A,AA,G,I)",S,2.0,2.8,3.6
2018-10-16,Di,B6,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2018-10-16,Di,B3,"Salatmix (3)GurkensalatG (3,16)Karottenrohkost mit Äpfeln und Sesam (3,G,K)Sylter Dressing (G,I,J,L)Balsamico DressingG (1,3,16,I)",V,0.9,1.1,1.6
2018-10-16,Di,N1,Stracciatellaquark (G),V,0.9,1.1,1.5
2018-10-17,Mi,B2,Bio-Basmatireis,"B,VG",0.8,1.0,1.5
2018-10-17,Mi,Suppe,"Blumenkohlsuppe (3,A,AA,G,I)",V,0.7,0.9,1.4
2018-10-17,Mi,HG3,"Currywurst mit Pommes Frites (2,3,8,16,A,AA,I,J)","S,R",3.1,3.9,4.6
2018-10-17,Mi,N1,Eierlikor Pudding (G),"V,A",0.8,1.0,1.5
2018-10-17,Mi,B1,"Erbsen-Karotten-Lauchgemüse (3,A,AA,G,I)",V,0.8,1.0,1.5
2018-10-17,Mi,N2,Himbeerjoghurt (G),V,0.8,1.0,1.5
2018-10-17,Mi,HG4,"Jägerschnitzel mit Kartoffelspätzle (3,A,AA,C,G,I)",S,3.1,3.9,4.6
2018-10-17,Mi,B5,"Kartoffelspätzle (A,AA,C)",V,1.0,1.1,1.6
2018-10-17,Mi,HG2,"Kartoffeltaschen auf Leipziger Allerlei (3,5,A,AA,G)",V,2.8,3.4,4.4
2018-10-17,Mi,HG1,"Milchreisauflauf mit Fruchtgrütze (3,C,G)",V,2.0,2.8,3.6
2018-10-17,Mi,N3,Mousse Schokolade (G),V,1.1,1.4,1.6
2018-10-17,Mi,B4,Pommes frites (8),VG,1.0,1.1,1.6
2018-10-17,Mi,B6,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2018-10-17,Mi,B3,"Salatmix (3)TomatensalatG (3,16)Blaukraut-ApfelrohkostG (16)Creme Fraiche Kräuterdressing (16,G,I)Balsamico DressingG (1,3,16,I)","V,VG,VG,V,VG",0.9,1.1,1.6
2018-10-18,Do,N2,"Bananenquark (3,G)",V,0.8,1.0,1.5
2018-10-18,Do,HG4,"Bio Rinderrahmgulasch mit Bio-Nudeln (AA,G)","R,BL",4.7,5.7,6.2
2018-10-18,Do,B2,Bio-Nudeln (AA),"B,VG",0.8,1.0,1.5
2018-10-18,Do,N3,"Fruchtzauber (1,3,F,G)",V,1.1,1.4,1.6
2018-10-18,Do,HG1,Kichererbsen-Tomatentopf (3),"VG,MV",2.0,2.8,3.6
2018-10-18,Do,HG2,"Käsespätzle mit Röstzwiebeln (AA,C,G)",V,2.8,3.4,4.4
2018-10-18,Do,B3,"Lauchgemüse (3,A,AA,G,I)",V,0.8,1.0,1.5
2018-10-18,Do,Suppe,"Legierte Grießsuppe (3,AA,C,I)",V,0.7,0.9,1.4
2018-10-18,Do,B1,Petersilienkartoffeln (5),VG,0.7,0.9,1.4
2018-10-18,Do,B5,Pommes Frites Wellenschnitt (8),VG,1.0,1.1,1.6
2018-10-18,Do,B6,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2018-10-18,Do,B4,"Salatmix (3)Weißkrautsalat bayerisch (2,3,8)Salat RustikaG (16)Cesar Dressing (3,C,G,I,J)Balsamico DressingG (1,3,16,I)",V,0.9,1.1,1.6
2018-10-18,Do,N1,Schokopudding (G),V,0.8,1.0,1.5
2018-10-18,Do,HG3,"Truthahnbrust-Schnitzel paniert (AA,C,I,8)",G,3.1,3.8,4.6
2018-10-19,Fr,B1,"Bandnudeln (A,AA)",V,0.7,0.9,1.4
2018-10-19,Fr,B2,"Bio-Nudeln (A,AA)","B,VG",0.8,1.0,1.5
2018-10-19,Fr,Suppe,"Hühnerbrühe mit Eifäden (C,I)",G,0.7,0.9,1.4
2018-10-19,Fr,HG4,"Kabeljau mediterran mit Rosmarinkartoffeln (3,AA,D)",F,3.6,4.6,5.1
2018-10-19,Fr,HG2,"Kaiserschmarrn mit Apfelmus (3,A,AA,C,G,H,HA)",V,2.5,3.1,4.2
2018-10-19,Fr,B3,"Karotten-Zucchinigemüse (3,I)",VG,0.8,1.0,1.5
2018-10-19,Fr,N2,"Kirschbecher (3,8,A,AA,C,F,G)","V,A",1.1,1.4,1.6
2018-10-19,Fr,HG3,"Mariniertes Tofusteak auf buntem Glasnudelsalat (2,3,16,A,F,K)","VG,MV",3.1,3.9,4.6
2018-10-19,Fr,HG1,"Maultaschen Stuttgarter Art auf Sauerkraut (2,3,8,A,AA,C,G,I)",S,2.0,2.8,3.6
2018-10-19,Fr,N1,"Preiselbeerjoghurt (3,G)",V,0.8,1.0,1.5
2018-10-19,Fr,B5,Rosmarinkartoffeln,VG,1.0,1.1,1.6
2018-10-19,Fr,B6,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2018-10-19,Fr,B4,"Salatmix (3)Salat RioG (3,16)ZucchinisalatG (3,16)Joghurt-Zitronen-Dressing (3,16,G,I)Balsamico DressingG (1,3,16,I)",V,0.9,1.1,1.6
2018-10-22,Mo,N1,"Ananasjoghurt (3,G)",V,0.8,1.0,1.5
2018-10-22,Mo,N2,Bananenpudding (G),V,0.8,1.0,1.5
2018-10-22,Mo,B1,"Blaukraut (3,16,I)","V,A",0.8,1.0,1.5
2018-10-22,Mo,HG2,"Geröstete Knödel mit Ei und Salat(A,L,C,2,3,5)",V,2.5,3.1,4.2
2018-10-22,Mo,HG4,"Gänsekeule (2,3,5,A,AA,L)",G,5.1,6.1,6.6
2018-10-22,Mo,Suppe,"Karotten-Ingwer-Suppe (3,A,AA,I)",V,0.7,0.9,1.4
2018-10-22,Mo,N3,"Kokos Mousse Karibik (C,F,G)",V,1.1,1.4,1.6
2018-10-22,Mo,HG3,"Putenschnitzel paniert mit Waffelkartoffeln (8,A,AA,C,I)",G,3.1,3.9,4.6
2018-10-22,Mo,B5,"Reiberknödel (2,3,5,A,AA,L)",VG,1.0,1.1,1.6
2018-10-22,Mo,B2,Risoleekartoffeln,VG,0.8,1.0,1.5
2018-10-22,Mo,B6,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2018-10-22,Mo,B3,"Salatmix (3)PaprikasalatG (3,16)RadischensalatGCesar Dressing (3,C,G,I,J)Essig-Öl Dressing mediteranG (3,16,I)",V,0.9,1.1,1.6
2018-10-22,Mo,HG1,"Tortellini mit Käsefüllung(AA,C,GI,3)",v,2.5,3.1,4.2
2018-10-22,Mo,B4,"Waffelkartoffeln (8,A,AA,I)",VG,1.0,1.1,1.6
2018-10-23,Di,B2,"Bio-Nudeln (A,AA)","B,VG",0.8,1.0,1.5
2018-10-23,Di,HG4,"Cheesburger mit Steakhous Pommes (1,2,3,8,9,16,AA,C,G,J,K)",R,4.0,5.0,5.5
2018-10-23,Di,N2,Himbeerpudding (G),V,0.8,1.0,1.5
2018-10-23,Di,HG3,"Hähnchen-Kürbisschnitzel mit Kartoffel-Vogerlsalat (3,AA,C,J)",G,3.1,3.9,4.6
2018-10-23,Di,N3,"Lemon Mousse (C,F,G)",V,1.1,1.4,1.6
2018-10-23,Di,HG1,"Penne Rigate-Auflauf (1,2,3,A,AA,G)",V,2.0,2.8,3.6
2018-10-23,Di,Suppe,"Rinderbrühe mit Grießnockerl (3,A,AA,C,I)",R,0.7,0.9,1.4
2018-10-23,Di,B5,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2018-10-23,Di,B3,"Salatmix (3)Isartaler SalatG (3,16)Karottenrohkost (3)American Dressing (3,9,16,C,G,I,J)Essig-Öl Dressing mediteranG (3,16,I)",V,0.9,1.1,1.6
2018-10-23,Di,N1,Schokoquark (G),V,0.8,1.0,1.5
2018-10-23,Di,B1,"Schwarzwurzelgemüse (3,A,AA,G,I)",V,0.8,1.0,1.5
2018-10-23,Di,B4,Steakhouse Pommes frites (8),VG,1.0,1.1,1.6
2018-10-23,Di,HG2,"Tortellini mit Käsefüllung(AA,C,GI,3)",V,2.5,3.1,4.2
2018-10-24,Mi,N1,Aprikosenquark (G),V,0.8,1.0,1.5
2018-10-24,Mi,B2,Bio-Nudeln (AA),"B,VG",0.8,1.0,1.5
2018-10-24,Mi,B1,"Kartoffelpüree (3,G)",V,0.7,0.9,1.4
2018-10-24,Mi,HG1,"Pasta Asciutta (3,A,AA,C,G,I)","S,R",2.0,2.8,3.6
2018-10-24,Mi,N2,"Pudding mit Vanillegeschmack und Heidelbeeren (1,16,G)","V,A",0.8,1.0,1.5
2018-10-24,Mi,HG2,"Putensteak a la Caprese mit Bio-Farfalle (3,AA,G,I)",G,3.1,3.9,4.6
2018-10-24,Mi,Suppe,"Rinderbrühe mit Tiroler Speckknödel (AA,C,G,I,P,2,3)",R,0.7,0.9,1.4
2018-10-24,Mi,B5,Rosmarinkartoffeln,VG,1.0,1.1,1.6
2018-10-24,Mi,B6,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2018-10-24,Mi,B4,"Salatmix (3)TomatensalatG (3,16)Erbsen-PaprikasalatG (3,16)Joghurt-Zitronen-Dressing (3,16,G,I)Essig-Öl Dressing mediteranG (3,16,I)",V,0.9,1.1,1.6
2018-10-24,Mi,N3,"Tiramisu (1,3,8,14,A,AA,C,G)","A,R",1.1,1.4,1.6
2018-10-24,Mi,B3,"Wirsinggemüse (3,A,AA,G,I)",V,0.8,1.0,1.5
2018-10-24,Mi,HG3,"gebratener Wildlachs mit Basilikumsoße (3,A,AA,D,G)","F,MV",4.6,5.6,6.1
2018-10-25,Do,B2,"Bio-Nudeln (A,AA)","B,VG",0.8,1.0,1.5
2018-10-25,Do,N2,Bio-Schokoladenpudding (G),"B,V",0.9,1.1,1.5
2018-10-25,Do,B5,"Bratkartoffeln (3,5)",VG,1.0,1.1,1.6
2018-10-25,Do,N1,Brombeerjoghurt (G),V,0.8,1.0,1.5
2018-10-25,Do,HG3,"Chop Suey mit Mie- Nudeln (1,3,A,AA,F,I)",S,3.1,3.9,4.6
2018-10-25,Do,B1,"Frühlingsgemüse (3,I)",VG,0.8,1.0,1.5
2018-10-25,Do,HG1,Mexikanische Kartoffelpfanne,VG,2.0,2.8,3.6
2018-10-25,Do,HG4,"Puten Cordon Bleu mit Steakhouse Pommes (2,8,AA,G)",G,3.8,4.8,5.3
2018-10-25,Do,B6,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2018-10-25,Do,B3,"Salatmix (3)Kohlrabirohkost (3,9,C,G,HB,J)PaprikasalatG (3,16)Sesam Dressing (9,A,C,F,G,I,J,K,L)Essig-Öl Dressing mediteranG (3,16,I)",V,0.9,1.1,1.6
2018-10-25,Do,Suppe,"Spanische Zwiebelsuppe (3,16,AA,G,I)","V,A",0.7,0.9,1.4
2018-10-25,Do,B4,Steakhouse Pommes frites (8),VG,1.0,1.1,1.6
2018-10-25,Do,HG2,"Tiroler Gröstl mit Salat (2,C,3,5,A)","S,R",2.5,3.1,4.2
2018-10-25,Do,N3,"Walnuss Mousse (1,F,G,H,HC)",V,1.1,1.4,1.6
2018-10-26,Fr,B1,Bio-Curryreis,"B,VG",0.8,1.0,1.5
2018-10-26,Fr,N2,"Chocolat de Coco (F,G)",V,1.1,1.4,1.6
2018-10-26,Fr,HG4,"Hähnchenbrust Hawaii und pikanten Ofenkartoffeln (2,3,8,G,I)",G,3.8,4.8,5.3
2018-10-26,Fr,B4,Kartoffeln mexikanische Art,VG,1.0,1.1,1.6
2018-10-26,Fr,Suppe,"Kräutercremesuppe (3,5,9,16,A,AA,G,I)",V,0.7,0.9,1.4
2018-10-26,Fr,N1,"Mandelpudding mit Mango (1,G)",V,0.8,1.0,1.5
2018-10-26,Fr,B3,"Ratatouille (3,I)",VG,1.0,1.1,1.6
2018-10-26,Fr,B5,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2018-10-26,Fr,B2,"Salatmix (3)BlumenkohlsalatG (3,16)TomatensalatG (3,16)Sauerrahm-Dill-Senf-Dressing (3,G,I,J)Essig-Öl Dressing mediteranG (3,16,I)",V,0.9,1.1,1.6
2018-10-26,Fr,HG3,"Scholle paniert und Petersilienkartoffeln (3,5,A,AA,D,G,I)",F,3.1,3.9,4.6
2018-10-26,Fr,HG1,"Spaghetti mit Rucola und Kirschtomaten (3,A,AA)",VG,2.0,2.8,3.6
2018-10-26,Fr,HG2,"Topfenstrudel (A,G,C,3)",V,2.5,3.1,4.2
2018-10-29,Mo,B2,Bio-Basmatireis,"B,VG",0.8,1.0,1.5
2018-10-29,Mo,N2,Bio-Erdbeerjoghurt (G),"B,V",0.9,1.1,1.5
2018-10-29,Mo,N1,"Haselnusspudding (G,HB)",V,0.8,1.0,1.5
2018-10-29,Mo,HG1,"Indisches Gemüsecurry (3,I)",VG,2.0,2.8,3.6
2018-10-29,Mo,B1,"Kaisergemüse (3,I)",VG,0.8,1.0,1.5
2018-10-29,Mo,B6,Kartoffelsalat (J),VG,1.0,1.1,1.6
2018-10-29,Mo,HG2,"Köttbullar mit Rahmsoße, Preiselbeeren und Kartoffelpüree (3,A,AA,C,G,I)","S,R",2.8,3.4,4.4
2018-10-29,Mo,HG3,"Marillenknödel mit Vanillesauce (A,AA,C,G)",V,3.1,3.9,4.6
2018-10-29,Mo,N3,"Orangen Creme (1,3,F,G)",V,1.1,1.4,1.6
2018-10-29,Mo,B7,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2018-10-29,Mo,B3,"Salatmix (3)Zucchinirohkost (3,9,C,G,H,HA,J)Blaukraut-PreiselbeerrohkostG (3,16)Joghurt-Zitronen-Dressing (3,16,G,I)Balsamico DressingG (1,3,16,I)","V,V,VG,V,VG",0.9,1.1,1.6
2018-10-29,Mo,HG4,"Schnitzel Wiener Art mit Speckkartoffeln (2,3,8,AA,C)",S,3.1,3.9,4.6
2018-10-29,Mo,B5,"Speckkartoffeln (2,3,8)",S,1.0,1.1,1.6
2018-10-29,Mo,Suppe,"Steinpilzcremesuppe (3,A,AA,G,I)",V,0.7,0.9,1.4
2018-10-29,Mo,B4,"Waffelkartoffeln (8,A,AA,I)",VG,1.0,1.1,1.6
2018-10-30,Di,N1,Beerenquark (G),V,0.8,1.0,1.5
2018-10-30,Di,B2,Bio-Paprikareis (3),"B,VG",0.8,1.0,1.5
2018-10-30,Di,N2,"Birnenpudding (3,G)",V,0.8,1.0,1.5
2018-10-30,Di,HG4,"Canneloni al Forno (3,A,AA,G,I)","S,R",3.1,3.9,4.6
2018-10-30,Di,B3,"Karottengemüse (3,A,AA,G,I)",V,0.8,1.0,1.5
2018-10-30,Di,B5,"Kartoffelgnocchi (3,A,AA,C)",V,1.0,1.1,1.6
2018-10-30,Di,B1,"Kartoffelpüree (3,G)",V,0.7,0.9,1.4
2018-10-30,Di,N3,Mousse Schokolade (G),V,1.1,1.4,1.6
2018-10-30,Di,Suppe,"Nudelsuppe (3,A,AA,C,I)",V,0.7,0.9,1.4
2018-10-30,Di,HG1,"Reisgericht mexikanisch (3,I)",VG,2.0,2.8,3.6
