datum,tag,warengruppe,name,kennz,stud,bed,gast
2018-07-20,Fr,B3,"Salatmix V (3)Blumenkohlsalat (3,16)Tomatensalat (3,16)","VG,VG,VG,V,VG",0.9,1.1,1.6
2018-07-20,Fr,N1,"Vanillequark (1,G)",V,0.8,1.0,1.5
2018-07-23,Mo,B1,"Bayrisch Kraut (3,A,I,AA)",VG,0.8,1.0,1.5
2018-07-23,Mo,N2,Bio-Sauerkirschjoghurt (G),"B,V",0.9,1.1,1.5
2018-07-23,Mo,N3,Mousse Schokolade (G),V,1.1,1.4,1.6
2018-07-23,Mo,HG1,"Pasta mit Kürbis Soja Bolognese (3,A,F,AA)","VG,MV",1.9,2.7,3.5
2018-07-23,Mo,HG2,"Pasta mit Kürbis Soja Bolognese (3,A,F,AA)","VG,MV",2.0,2.8,3.6
2018-07-23,Mo,N1,"Pudding mit Vanillegeschmack (1,G)",V,0.8,1.0,1.5
2018-07-23,Mo,B3,"Reiberknödel (2,3,5,A,L,AA)",VG,1.0,1.1,1.6
2018-07-23,Mo,B2,Salatmix ,V,0.9,1.1,1.6
2018-07-23,Mo,HG3,"Schupfnudel-Pfanne mit Hähnchenbrust (3,A,C,I,AA)",G,2.8,3.4,4.4
2018-07-23,Mo,B4,"Schupfnudeln (3,A,C,I,AA)",V,1.0,1.1,1.6
2018-07-23,Mo,HG4,"Schweinebraten mit Knödel (2,3,5,A,L,AA)",S,3.1,3.9,4.6
2018-07-23,Mo,Suppe,"klare Gemüsebrühe mit Backerbsen (I,AA,C,G,8,3)",V,0.7,0.9,1.4
2018-07-24,Di,N1,"Ananasquark (3,G)",V,0.8,1.0,1.5
2018-07-24,Di,Suppe,"Bihunsuppe (3,A,F,J)",G,0.7,0.9,1.4
2018-07-24,Di,B2,Bio-Basmatireis,"B,VG",0.8,1.0,1.5
2018-07-24,Di,B1,"Butterkartoffeln (5,G)",V,0.7,0.9,1.4
2018-07-24,Di,HG3,"Currywurst mit Pommes frites (2,3,8,16,AA,I,J)","S,R",3.1,3.9,4.6
2018-07-24,Di,B4,"Gemüsecocktail Sombrero (3,I)",VG,1.0,1.1,1.6
2018-07-24,Di,HG2,"Pasta mit Kürbis Soja Bolognese (3,A,F,AA)","VG,MV",2.0,2.8,3.6
2018-07-24,Di,HG1,"Pikante Sesamnudeln mit asiatischem Pfannengemüse (AA,I,F,K,3)",VG,2.0,2.8,3.6
2018-07-24,Di,B5,Pommes frites (8),VG,1.0,1.1,1.6
2018-07-24,Di,B3,Salatmix ,V,0.9,1.1,1.6
2018-07-24,Di,N2,Schokopudding (G),V,0.8,1.0,1.5
2018-07-24,Di,N3,"Topfenschmarrn (A,AA,G,C,3,H,HB)",V,1.1,1.4,1.6
2018-07-25,Mi,HG1,"Baked Potatoes mit Kräuterquark (3,A,G,I)",V,2.0,2.8,3.6
2018-07-25,Mi,N2,"Birnenpudding (3,F,G)",V,0.8,1.0,1.5
2018-07-25,Mi,HG2,"Bunte Spätzlepfanne (3,A,C,G,AA)",V,2.8,3.4,4.4
2018-07-25,Mi,N1,Erdbeerjoghurt (G),V,0.8,1.0,1.5
2018-07-25,Mi,B2,"Italienisches Bohnengemüse (3,A,I,AA)",VG,0.8,1.0,1.5
2018-07-25,Mi,Suppe,"Kartoffelrahmsuppe (3,5,G,I)",V,0.7,0.9,1.4
2018-07-25,Mi,B1,Petersilienkartoffeln (5),VG,0.7,0.9,1.4
2018-07-25,Mi,HG3,"Regionales Schweinegulasch mit Beilage (3,A,C,G,AA)",S,3.1,3.9,4.6
2018-07-25,Mi,B3,"Salatmix III (3)Tomatensalat (3,16)Rettichrohkost (16,G)","VG,VG,V,V,VG",0.9,1.1,1.6
2018-07-25,Mi,N3,"Schmankerlcreme (1,F,G)","V,A",1.1,1.4,1.6
2018-07-26,Do,B3,"Beilagengemüse (3,A,G,I,AA)",V,0.8,1.0,1.5
2018-07-26,Do,B2,"Bio-Nudeln (A,AA)","B,VG",0.8,1.0,1.5
2018-07-26,Do,HG2,"Blumenkohl-Kartoffelauflauf(G,I,3,5)",V,2.5,3.1,4.2
2018-07-26,Do,Suppe,"Brühe mit Tiroler Suppenknödel (2,3,C,G,I,AA,P)","R,S",0.7,0.9,1.4
2018-07-26,Do,N3,"Cheescake-Creme (3,8,C,F,G,AA)",V,1.1,1.4,1.6
2018-07-26,Do,HG1,"Falafel auf Couscousgemüse (3,A,G,I)",VG,2.0,2.8,3.6
2018-07-26,Do,HG3,"Fleischpflanzerl mit Rahmsauce mit Püree (1,3,A,C,G,I,J,AA)","S,R",2.8,3.4,4.4
2018-07-26,Do,B1,"Kartoffelpüree (3,G)",V,0.7,0.9,1.4
2018-07-26,Do,B5,"Kartoffelsalat (3,I,J)",VG,1.0,1.1,1.6
2018-07-26,Do,N1,Mango Joghurt (G),V,0.8,1.0,1.5
2018-07-26,Do,N2,Moccapudding (G),V,0.8,1.0,1.5
2018-07-26,Do,B4,Salatmix ,V,0.9,1.1,1.6
2018-07-27,Fr,N1,Beerenjoghurt (G),V,0.8,1.0,1.5
2018-07-27,Fr,Suppe,"Champignonsuppe (3,A,G,I,AA)",R,0.7,0.9,1.4
2018-07-27,Fr,B3,"Country Kartoffeln (8,A,AA)",VG,1.0,1.1,1.6
2018-07-27,Fr,HG3,"Fisch und Chips (3,8,9,A,C,D,F,G,J,AA)",F,3.1,3.9,4.6
2018-07-27,Fr,HG2,"Nuss-Nudel mit Apfelkompott (3,A,C,G,H,I,AA,HB)",V,2.8,3.4,4.4
2018-07-27,Fr,HG1,Reisfleisch auf Bulgarische Art (3),S,2.0,2.8,3.6
2018-07-27,Fr,B2,"Salatmix V (3)Sellerie Karottenrohkost (3,H,HB)Bunter Gemüsesalat (3)","VG,V,VG,VG,VG",0.9,1.1,1.6
2018-07-27,Fr,N2,"Schoko-Trüffel Creme (F,G,AC,HB)",V,1.1,1.4,1.6
2018-07-27,Fr,B1,"Zucchinigemüse (3,I)",V,0.8,1.0,1.5
2018-07-30,Mo,N2,Bio-Apfeljoghurt (G),"B,V",0.9,1.1,1.5
2018-07-30,Mo,Suppe,"Broccolicremesuppe (3,A,AA,G,H,HA,I)",V,0.7,0.9,1.4
2018-07-30,Mo,B1,Bunte Butterkarotten (G),V,0.8,1.0,1.5
2018-07-30,Mo,B3,"Country Kartoffeln (8,A,AA)",VG,1.0,1.1,1.6
2018-07-30,Mo,N1,Erdbeerpudding (G),V,0.8,1.0,1.5
2018-07-30,Mo,HG3,"Gemischter Fischteller mit Tomatentagliatelle  (G,D,AA,G,3)",F,4.0,4.5,5.0
2018-07-30,Mo,HG2,"Hähnchen Cordon Bleu mit Kartoffelsalat(2,AA,G,J)",G,3.1,3.9,4.6
2018-07-30,Mo,B2,Salatmix ,V,0.9,1.1,1.6
2018-07-30,Mo,HG1,"Tortellini Formaggio mit Gorgonzolasauce (3,A,AA,C,G,I)",V,2.5,3.1,4.2
2018-07-31,Di,B3,Bio-Nudeln (AA),"B,VG",0.8,1.0,1.5
2018-07-31,Di,B2,"Blumenkohl polnisch (3,A,AA,I)",VG,0.8,1.0,1.5
2018-07-31,Di,HG1,"Crepes mit feinem Gemüse (3,8,A,AA,C,G,I)",V,2.0,2.8,3.6
2018-07-31,Di,N2,"Englishmint Mousse (1,F,G)",V,1.1,1.4,1.6
2018-07-31,Di,Suppe,"Frittatensuppe (3,A,C,G,I)",V,0.7,0.9,1.4
2018-07-31,Di,B1,"Kartoffelpüree (3,G)",V,0.7,0.9,1.4
2018-07-31,Di,N1,Kokos-Sahnepudding (G),V,0.8,1.0,1.5
2018-07-31,Di,HG2,"Pasta vegan mit Spargel (3,AA,F,I)",VG,2.5,3.1,4.2
2018-07-31,Di,HG3,"Röstischnitzel mit Rahmsoße und Kartoffelbrei (3,A,AA,G,I,L)",S,2.8,3.4,4.4
2018-07-31,Di,B4,"Salatmix (3)Gurkencocktail (16,G)Sellerie Karottenrohkost (3,H,HB)Curry Dressing (2,3,9,C,G,J)Essig-Öl Dressing mediteranG (3,16)","V,V,V,V,VG",0.9,1.1,1.6
2018-08-01,Mi,B2,Bio-Curryreis,"B,VG",0.8,1.0,1.5
2018-08-01,Mi,HG2,"Calamares mit Cocktailsauce, Blattsalat und Baquette (1,3,9,16,A,AA,C,G,J,N)",F,2.5,3.1,4.2
2018-08-01,Mi,N2,"Früchtequark (1,3,G)",V,0.8,1.0,1.5
2018-08-01,Mi,B4,Homestyle Fries,V,1.0,1.1,1.6
2018-08-01,Mi,B1,"Mischgemüse (AA,G,3,I)",VG,0.8,1.0,1.5
2018-08-01,Mi,HG3,"Pfannengyros mit Tzaziki(3,8,G,I)",S,3.1,3.9,4.6
2018-08-01,Mi,B3,Salatmix ,V,0.9,1.1,1.6
2018-08-01,Mi,N1,Schwarzwälder Kirschpudding (G),"V,A",0.8,1.0,1.5
2018-08-01,Mi,HG1,"Spaghetti a la Bolognese vegan (3,A,AA,F,I)",VG,2.0,2.8,3.6
2018-08-01,Mi,Suppe,"Tomatencremesuppe (AA,G,I)",V,0.7,0.9,1.4
2018-08-02,Do,N1,Bio-Himbeerjoghurt (G),"B,V",0.9,1.1,1.5
2018-08-02,Do,B4,"Bratkartoffeln (3,5)",VG,1.0,1.1,1.6
2018-08-02,Do,Suppe,"Brühe mit Gemüsenockerl (3,A,AA,C,I)",V,0.7,0.9,1.4
2018-08-02,Do,N2,"Gelbe Grütze mit Mousse Chocolate (1,3,G)",V,1.1,1.4,1.6
2018-08-02,Do,B1,"Gemüsecocktail Cordial (3,I)",VG,0.8,1.0,1.5
2018-08-02,Do,B3,"Herzogin Kartoffeln (A,AA,C,G)",,1.0,1.1,1.6
2018-08-02,Do,HG1,"Kartoffelrösti mit feinen Bohnen (3,8,I)",V,2.0,2.8,3.6
2018-08-02,Do,HG2,"Kibbeln - Bulgur-Hacklaibchen,R (3,A,I)",S,2.8,3.4,4.4
2018-08-02,Do,B2,"Salatmix (3)Karottensalat mit SonnenblumenkernenG (16)ChinakohlsalatG (3,16)Sylter Dressing (G,J,L)Essig-Öl Dressing mediteranG (3,16)","V,VG,VG,V,VG",0.9,1.1,1.6
2018-08-02,Do,HG3,"Schweineschnitzel Chipolla mit Bratkartoffeln (3,5,A,AA,G)",S,3.1,3.9,4.6
2018-08-03,Fr,HG2,"Alaska Seelachsfilet gebacken mit Kartoffelsalat (3,9,AA,C,D,G,J)",F,3.1,3.9,4.6
2018-08-03,Fr,B4,"Bunter Kartoffelsalat (3,J)",VG,1.0,1.1,1.6
2018-08-03,Fr,Suppe,"Frühlingszwiebel-Süppchen (3,A,AA,G,I)",V,0.7,0.9,1.4
2018-08-03,Fr,N1,Heidelbeerquark (G),V,0.8,1.0,1.5
2018-08-03,Fr,HG3,"Kürbis-Tacos mit Bohnen und Avocadocreme (3,8,AA)",VG,3.1,3.9,4.6
2018-08-03,Fr,N2,"Mandelpudding mit Mango (1,G)",V,0.8,1.0,1.5
2018-08-03,Fr,B1,Petersilienkartoffeln (5),VG,0.7,0.9,1.4
2018-08-03,Fr,B2,"Rosenkohlgemüse (3,I)",VG,0.8,1.0,1.5
2018-08-03,Fr,B3,"Salatmix (3)Isartaler SalatG (3,16)RadischensalatGCesar Dressing (3,C,G,J)Essig-Öl Dressing mediteranG (3,16)","V,VG,VGC,V,VG",0.9,1.1,1.6
2018-08-03,Fr,HG1,"Süßer Semmelschmarrn mit Apfelmus (1,3,A,AA,AB,AC,AD,C,F,G,K)",V,2.0,2.8,3.6
2018-08-13,Mo,N2,"Ananasjoghurt (3,G)",V,0.8,1.0,1.5
2018-08-13,Mo,N1,Bananenpudding (G),V,0.8,1.0,1.5
2018-08-13,Mo,B1,"Butterbohnen (3,G,I)",V,0.8,1.0,1.5
2018-08-13,Mo,HG3,"Chili con Soja  mit Baguette (3,A,AA,F,I)",VG,3.1,3.9,4.6
2018-08-13,Mo,Suppe,"Karotten-Ingwer-Suppe (3,A,AA,I)",V,0.7,0.9,1.4
2018-08-13,Mo,HG2,"Putenschnitzel paniert mit Kartoffelsalat  (3,8,A,AA,C,I,J)",G,3.1,3.9,4.6
2018-08-13,Mo,B3,Röstkartoffeln ,VG,1.0,1.1,1.6
2018-08-13,Mo,B2,"Salatmix (3)PaprikasalatG (3,16)Radischensalat","V,VG,VGC,V,VG",0.9,1.1,1.6
2018-08-13,Mo,HG1,"Spaghetti Carbonara (1,2,3,8,A,AA,C,G,I)",S,2.0,2.8,3.6
2018-08-13,Mo,B4,"Waffelkartoffeln (8,A,AA,I)",VG,1.0,1.1,1.6
2018-08-14,Di,HG2,"Balkan-Gemüsepfanne mit Fetakäse (3,G)",V,2.5,3.1,4.2
2018-08-14,Di,N2,Himbeerpudding (G),V,0.8,1.0,1.5
2018-08-14,Di,HG3,"Hähnchen-Kürbisschnitzel mit Pommes frites (3,8,AA,C,J)",G,3.1,3.9,4.6
2018-08-14,Di,HG1,"Penne Rigate-Auflauf (1,2,3,A,AA,G)",V,2.0,2.8,3.6
2018-08-14,Di,B1,"Reis Risi Bisi (3,I)",VG,0.8,1.0,1.5
2018-08-14,Di,Suppe,"Rinderbrühe mit Grießnockerl (3,A,AA,C,I)",R,0.7,0.9,1.4
2018-08-14,Di,B3,Risoleekartoffeln,VG,0.8,1.0,1.5
2018-08-14,Di,B4,"Salatmix (3)Isartaler SalatG (3,16)Karottenrohkost (3)","V,VG,V,V,VG",0.9,1.1,1.6
2018-08-14,Di,N1,"Schokoquark (F,G)",V,0.8,1.0,1.5
2018-08-14,Di,B2,"Schwarzwurzelgemüse (3,A,AA,G,I)",V,0.8,1.0,1.5
2018-08-14,Di,B5,Steakhouse Pommes frites (8),VG,1.0,1.1,1.6
2018-08-16,Do,B2,"Bio-Nudeln (A,AA)","B,VG",0.8,1.0,1.5
2018-08-16,Do,N1,Bio-Schokoladenpudding (G),"B,V",0.9,1.1,1.5
2018-08-16,Do,B5,"Bratkartoffeln (3,5)",VG,1.0,1.1,1.6
2018-08-16,Do,B3,"Frühlingsgemüse (3,I)",VG,0.8,1.0,1.5
2018-08-16,Do,B1,"Kartoffelpüree (3,G)",V,0.7,0.9,1.4
2018-08-16,Do,HG1,"Pasta Asciutta (3,A,AA,C,G,I)","S,R",2.0,2.8,3.6
2018-08-16,Do,HG3,"Pfannengyros mit Tzaziki und Pommes frites (3,8,G,I)",S,3.1,3.9,4.6
2018-08-16,Do,HG2,"Putensteak a la Caprese mit Bio-Farfalle (3,AA,G,I)",G,3.1,3.9,4.6
2018-08-16,Do,B4,"Salatmix (3)Kohlrabirohkost (3,9,C,G,H,HB,J)PaprikasalatG (3,16)Sesam Dressing (9,A,C,F,G,J,K,L)Essig-Öl Dressing mediteranG (3,16)","V,V,VG,V,VG",0.9,1.1,1.6
2018-08-16,Do,Suppe,"Spanische Zwiebelsuppe (3,16,A,AA,G,I)","V,A",0.7,0.9,1.4
2018-08-16,Do,N2,"Walnuss Mousse (1,F,G,H,HC)",V,1.1,1.4,1.6
2018-08-17,Fr,HG3,"Alaska Seelachsfilet gebacken mit Kartoffelsalat (3,9,AA,C,D,G,J)",F,3.1,3.9,4.6
2018-08-17,Fr,B2,"Bio-Nudeln (A,AA)","B,VG",0.8,1.0,1.5
2018-08-17,Fr,N1,Brombeerjoghurt (G),V,0.8,1.0,1.5
2018-08-17,Fr,N2,"Kokos Mousse Karibik (1,F,G)",V,1.1,1.4,1.6
2018-08-17,Fr,B4,"Kroketten (A,AA)",V,1.0,1.1,1.6
2018-08-17,Fr,Suppe,"Meerrettichsuppe (3,5,9,16,A,AA,G,I)",R,0.7,0.9,1.4
2018-08-17,Fr,HG2,Mexikanische Kartoffelpfanne,VG,2.0,2.8,3.6
2018-08-17,Fr,B1,Petersilienkartoffeln (5),VG,0.7,0.9,1.4
2018-08-17,Fr,HG1,"Polentataler auf Tomatengemüse (3,I,G)",,2.0,2.8,3.6
2018-08-17,Fr,B5,"Ratatouille (3,I)",VG,1.0,1.1,1.6
2018-08-17,Fr,B3,"Salatmix (3)BlumenkohlsalatG (3,16)TomatensalatG (3,16)","V,VG,VG,VG",0.9,1.1,1.6
2018-08-20,Mo,N1,Bio-Erdbeerjoghurt (G),"B,V",0.9,1.1,1.5
2018-08-20,Mo,B1,"Kaisergemüse (3,I)",VG,0.8,1.0,1.5
2018-08-20,Mo,B3,"Kartoffelsalat (3,I,J)",VG,1.0,1.1,1.6
2018-08-20,Mo,N2,"Orangen Creme (1,3,F,G)",V,1.1,1.4,1.6
2018-08-20,Mo,HG1,"Polentaschnitte auf Tomatensauce (3,I,G)",V,2.0,2.8,3.6
2018-08-20,Mo,HG2,"Rinderhacksteak mit Kartoffelpüree (3,A,AA,C,G,I,J)",R,2.8,3.4,4.4
2018-08-20,Mo,B2,"Salatmix (3)Zucchinirohkost (3,9,C,G,H,HA,J)Blaukraut-Preiselbeerrohkost (3,16)","V,V,VG,V,VG",0.9,1.1,1.6
2018-08-20,Mo,HG3,"Schnitzel Wiener Art mit Speckkartoffeln (2,3,8,AA,C)",S,3.1,3.9,4.6
2018-08-20,Mo,Suppe,"Steinpilzcremesuppe (3,A,AA,G,I)",V,0.7,0.9,1.4
2018-08-21,Di,N2,Beerenquark (G),V,0.8,1.0,1.5
2018-08-21,Di,N1,"Birnenpudding (3,F,G)",V,0.8,1.0,1.5
2018-08-21,Di,HG2,"Currywurst mit Pommes Frites(3,16,2,8,J,I,A,AA)","S,R",3.1,3.9,4.6
2018-08-21,Di,B1,"Karottengemüse (3,A,AA,G,I)",V,0.8,1.0,1.5
2018-08-21,Di,B3,"Kartoffelgnocchi (3,A,AA,C)",V,1.0,1.1,1.6
2018-08-21,Di,Suppe,"Nudelsuppe (3,A,AA,C,I)",V,0.7,0.9,1.4
2018-08-21,Di,HG1,"Reisgericht mexikanisch (3,I)",VG,2.0,2.8,3.6
2018-08-21,Di,B2,"Salatmix (3)Salat RioG (3,16)Rettichrohkost (16,G)","V,V,VG,VG,V",0.9,1.1,1.6
2018-08-21,Di,B4,"Speckkartoffeln (2,8,3)",S,1.0,1.1,1.6
2018-08-21,Di,HG3,"Tintenfisch Tapas auf Paprikareis (3,8,AA,G,I,N)",F,3.1,3.9,4.6
2018-08-22,Mi,N2,Cappuccinomousse (G),V,1.1,1.4,1.6
2018-08-22,Mi,N1,"Joghurt mit Früchten (1,3,G)",V,0.8,1.0,1.5
2018-08-22,Mi,Suppe,"Paprika-Creme-Suppe (3,A,AA,G,I)",V,0.7,0.9,1.4
2018-08-22,Mi,B1,Petersilienkartoffeln (5),VG,0.7,0.9,1.4
2018-08-22,Mi,HG2,"Rahmgulasch mit Beilage (3,A,AA,G,C)",S,3.1,3.9,4.6
2018-08-22,Mi,B2,"Rosenkohlgemüse (3,I)",VG,0.8,1.0,1.5
2018-08-22,Mi,B3,"Salatmix (3)TomatensalatG (3,16)Weißkrautsalat mit Äpfeln (3,9,C,G,J)","V,VG,V,V,VG",0.9,1.1,1.6
2018-08-22,Mi,HG3,"Veganer Salatteller mit geräucherten Tofuwürfeln (3,16,F)",VG,3.1,3.9,4.6
2018-08-22,Mi,HG1,"Vollkornröstling mit Karottengemüse (3,A,AA,C,G,I)",V,2.0,2.8,3.6
2018-08-23,Do,B1,Duvjcreis (3),VG,0.8,1.0,1.5
2018-08-23,Do,N1,"Erdnuss-Aprikosen Creme (1,E,G)",V,1.1,1.4,1.6
2018-08-23,Do,B3,"Gemüsecocktail Eskorial (3,I)",VG,1.0,1.1,1.6
2018-08-23,Do,HG3,"Geräuchertes Tofusteak auf Ratatouille mit Bio-Reis (3,A,AA,F)","VG,MV",3.3,4.3,4.8
2018-08-23,Do,HG2,"Hähnchenbrust in Mandelpanade (8,AA,AH)",G,3.1,3.9,4.6
2018-08-23,Do,N2,"Lemon Mousse (1,F,G)",V,1.1,1.4,1.6
2018-08-23,Do,B4,Pommes Frites Wellenschnitt (8),VG,1.0,1.1,1.6
2018-08-23,Do,B2,"Salatmix (3)Gurkenrohkost in Senfrahm (16,G,J)Rote RübensalatG (3,9)","V,V,VG,V,VG",0.9,1.1,1.6
2018-08-23,Do,HG1,"Spaghetti Bolognese (3,16,A,AA,C,G,I)","S,R,A",2.0,2.8,3.6
2018-08-23,Do,Suppe,"Speckklässchensuppe (3,A,AA,C,I,G)","S,R",0.7,0.9,1.4
2018-08-24,Fr,B1,Bio-Paprikareis (3),"B,VG",0.8,1.0,1.5
2018-08-24,Fr,B2,"Buttergemüse bayrisch (3,G,I)",V,0.8,1.0,1.5
2018-08-24,Fr,HG3,"Germknödel mit Vanillesauce (AA,C,G)",V,2.0,2.8,3.6
2018-08-24,Fr,HG1,Halbes Grillhendl mit Ziggy Fries (8),G,0.0,0.0,0.0
2018-08-24,Fr,N1,"Haselnussnougatquark (G,H,HB)",V,0.8,1.0,1.5
2018-08-24,Fr,HG4,"Karibik-Bowl (3,8,B,I)",F,3.1,3.9,4.6
2018-08-24,Fr,Suppe,"Mango-Zucchini-Suppe (3,I)",V,0.7,0.9,1.4
2018-08-24,Fr,HG2,"Polentaschnitte auf Tomaten-Bohnenragout (3,I)",VG,2.0,2.8,3.6
2018-08-24,Fr,B4,Pommes Frites Wellenschnitt (8),VG,1.0,1.1,1.6
2018-08-24,Fr,B3,"Salatmix (3)Sellerie Karottenrohkost (3,H,HB)Bunter GemüsesalatG (3)Creme Fraiche Kräuterdressing (16,G)Balsamico DressingG (1,3,5,16)","V,V,VG,V,VG",0.9,1.1,1.6
2018-08-24,Fr,N2,"Vanillecreme mit Preiselbeeren (1,3,F,G)",V,1.1,1.4,1.6
2018-08-27,Mo,HG1,"Fusilli mit Zucchini (3,AA,C,G,I)",V,2.0,2.8,3.6
2018-08-27,Mo,N1,Himbeerjoghurt (G),V,0.8,1.0,1.5
2018-08-27,Mo,B1,"Kaisergemüse (3,I)",VG,0.8,1.0,1.5
2018-08-27,Mo,B4,"Kartoffelsalat (3,I,J)",VG,1.0,1.1,1.6
2018-08-27,Mo,Suppe,"Lauchcremesuppe (3,A,AA,G,I)",V,0.7,0.9,1.4
2018-08-27,Mo,B3,Pommes Frites Wellenschnitt (8),VG,1.0,1.1,1.6
2018-08-27,Mo,B2,"Salatmix (3)Weißkrautsalat Cole Slaw (3,9,C,G,J)Blaukraut-ApfelrohkostG (16)","V,V,VG,VG",0.9,1.1,1.6
2018-08-27,Mo,HG3,"Schweine Hütten Cordon Bleu mit Ziggy Fries (2,3,8,AA,C,G)",S,3.1,3.9,4.6
2018-08-27,Mo,HG2,"Tagliatelle in Waldpilzrahmsoße (3,A,AA,G,I)",V,2.8,3.4,4.4
2018-08-27,Mo,N2,"Vanille Erdbeer Trifle (1,8,AA,C,F,G)",V,1.1,1.4,1.6
2018-08-28,Di,B4,Homestyle Fries,V,1.0,1.1,1.6
2018-08-28,Di,Suppe,"Leberspätzlesuppe (3,AA,C,I)","S,R",0.7,0.9,1.4
2018-08-28,Di,N1,"Panna Cotta mit Fruchtspiegel (3,F,G)",S,1.1,1.4,1.6
2018-08-28,Di,B1,Petersilienkartoffeln (5),VG,0.7,0.9,1.4
2018-08-28,Di,HG1,"Pikante Sesamnudeln mit asiatischem Pfannengemüse (3,A,AA,F,I,K)",VG,2.0,2.8,3.6
2018-08-28,Di,HG3,"Putengyros mit Tzaziki und Pommes frites (3,8,G,I)",G,3.1,3.9,4.6
2018-08-28,Di,B3,"Salatmix (3)Gurkencocktail (16,G)Sellerierohkost (3,G,H,HB)","V,V,V,V,VG",0.9,1.1,1.6
2018-08-28,Di,HG2,"Seelachs Müllerin mit Kartoffel-Gurkensalat (9,AA,C,D,G,J)",F,3.1,3.9,4.6
2018-08-28,Di,B2,"Zucchinigemüse (3,G,I)",V,0.8,1.0,1.5
2018-08-29,Mi,B2,"Bio-Nudeln (A,AA)","B,VG",0.8,1.0,1.5
2018-08-29,Mi,HG2,"Falafel auf Gemüse (3,16,A,F,I)",VG,2.0,2.8,3.6
2018-08-29,Mi,B1,"Karotten-Broccoligemüse (3,I)",VG,0.8,1.0,1.5
2018-08-29,Mi,B4,"Kartoffelgnocchi (3,A,AA,C)",V,1.0,1.1,1.6
2018-08-29,Mi,N1,Mango Joghurt (G),V,0.8,1.0,1.5
2018-08-29,Mi,HG1,"Penne Rigate-Auflauf (1,2,3,A,AA,G)",V,2.0,2.8,3.6
2018-08-29,Mi,N2,"Pudding Siciliana (1,G,H,HC)",V,0.8,1.0,1.5
2018-08-29,Mi,B3,"Salatmix (3)TomatensalatG (3,16)Kohlrabirohkost (3,9,C,G,H,HB,J)","V,VG,V,V,VG",0.9,1.1,1.6
2018-08-29,Mi,HG3,Schweineschnitzel amerikanisch (3),,3.1,3.9,4.6
2018-08-29,Mi,Suppe,"Waldpilzsuppe (3,I,G,A,AA)",V,0.7,0.9,1.4
2018-08-30,Do,B1,"Bohnengemüse (3,I)",VG,0.8,1.0,1.5
2018-08-30,Do,HG3,"Bratwürstl auf Kartoffelsalat mit Kipferl (3,4,8,A,AA,AB,J,I)",S,3.1,3.9,4.6
2018-08-30,Do,N2,"Englishmint Mousse (1,F,G)",V,1.1,1.4,1.6
2018-08-30,Do,HG1,"Gemüsecouscous orientalisch (3,A,AA,I)",VG,2.0,2.8,3.6
2018-08-30,Do,B3,Mini-Röstitaler,V,1.0,1.1,1.6
2018-08-30,Do,N1,"Preiselbeerquark (3,G)",V,0.8,1.0,1.5
2018-08-30,Do,B2,"Salatmix (3)Karottensalat mit Sonnenblumenkernen(16)Chinakohlsalat(3,16)","V,VG,VG,V,VG",0.9,1.1,1.6
2018-08-30,Do,B4,"Schupfnudeln (3,A,AA,C,I)",V,1.0,1.1,1.6
2018-08-30,Do,HG2,"Spaghetti Bolognese (3,16,A,AA,C,G,I)","R,S,A",2.0,2.8,3.6
2018-08-30,Do,Suppe,"Speckklösschensuppe (A,AA,C,G)","S,R",0.7,0.9,1.4
2018-08-31,Fr,N1,"Ananasquark (3,G)",V,0.8,1.0,1.5
2018-08-31,Fr,B3,"Buttererbsen (3,G,I)",V,0.8,1.0,1.5
2018-08-31,Fr,HG2,"Champignon-Bohnen-Ragout mit Bulgur (3,A,F,H,I)","VG,MV",2.8,3.4,4.4
2018-08-31,Fr,B1,"Gemüsereis (3,I)",VG,0.8,1.0,1.5
2018-08-31,Fr,N2,Moccapudding (G),V,0.8,1.0,1.5
2018-08-31,Fr,B2,Risoleekartoffeln,VG,0.8,1.0,1.5
2018-08-31,Fr,B4,"Salatmix (3)Isartaler SalatG (3,16)Radischensalat","V,VG,VGS,V,VG",0.9,1.1,1.6
2018-08-31,Fr,HG1,"Scheiterhaufen mit Vanillesoße (1,3,A,AA,AB,AC,AD,C,F,G,K)",V,2.0,2.8,3.6
2018-08-31,Fr,HG3,"Schlemmerfilet mit Gemüsereis (3,16,A,AA,D,G,I)","F,A",3.1,3.9,4.6
2018-08-31,Fr,Suppe,"Selleriecremesuppe (3,A,AA,G,I)",V,0.7,0.9,1.4
2018-09-03,Mo,N2,Bio-Apfeljoghurt (G),"B,V",0.9,1.1,1.5
2018-09-03,Mo,B1,Bio-Paprikareis (3),"B,VG",0.8,1.0,1.5
2018-09-03,Mo,Suppe,"Bohnensuppe (3,I)",V,0.7,0.9,1.4
2018-09-03,Mo,B2,Bunte Butterkarotten (G),V,0.8,1.0,1.5
2018-09-03,Mo,N1,Erdbeerpudding (G),V,0.8,1.0,1.5
2018-09-03,Mo,HG2,"Gnocchi mit Gorgonzolasauce (3,A,AA,C,G,I)",V,2.5,3.1,4.2
2018-09-03,Mo,HG1,"Kartoffel-Gemüsepuffer mit Tzaziki (AA,G)",V,2.0,2.8,3.6
2018-09-03,Mo,HG3,"Kibbeln-Bulgur-Hacklaibchen (3,A,I)","S,R",2.8,3.4,4.4
2018-09-03,Mo,B4,Pommes Frites Wellenschnitt (8),VG,1.0,1.1,1.6
